month,country,net_flow_musd,table
2023-12,Total IROs,3975,slt2_us_lt_total_net
2023-12,Total Latin America,4588,slt1_for_lt_total_net
2023-12,Total Latin America,1291,slt2_us_lt_total_net
2023-12,Total Other,3857,slt1_for_lt_total_net
2023-12,Total Other,1656,slt2_us_lt_total_net
2023-12,Total Regional Orgs.,140,slt1_for_lt_total_net
2023-12,Total Regional Orgs.,1146,slt2_us_lt_total_net
2023-12,Trinidad and Tobago,23,slt1_for_lt_total_net
2023-12,Trinidad and Tobago,-4,slt2_us_lt_total_net
2023-12,Turkey,-62,slt1_for_lt_total_net
2023-12,Turkey,685,slt2_us_lt_total_net
2023-12,Ukraine,-322,slt1_for_lt_total_net
2023-12,Ukraine,-12,slt2_us_lt_total_net
2023-12,United Arab Emirates,-3194,slt1_for_lt_total_net
2023-12,United Arab Emirates,869,slt2_us_lt_total_net
2023-12,United Kingdom,7248,slt1_for_lt_total_net
2023-12,United Kingdom,-4934,slt2_us_lt_total_net
2023-12,Uruguay,1255,slt1_for_lt_total_net
2023-12,Uruguay,13,slt2_us_lt_total_net
2023-12,Venezuela,14,slt1_for_lt_total_net
2023-12,Venezuela,26,slt2_us_lt_total_net
2024-01,All Countries,-25092,slt1_for_lt_total_net
2024-01,All Countries,16556,slt2_us_lt_total_net
2024-01,Anguilla,54,slt1_for_lt_total_net
2024-01,Argentina,236,slt1_for_lt_total_net
2024-01,Argentina,86,slt2_us_lt_total_net
2024-01,Aruba,-1,slt1_for_lt_total_net
2024-01,Aruba,0,slt2_us_lt_total_net
2024-01,Australia,8817,slt1_for_lt_total_net
2024-01,Australia,-12,slt2_us_lt_total_net
2024-01,Austria,-682,slt1_for_lt_total_net
2024-01,Austria,551,slt2_us_lt_total_net
2024-01,Bahamas,-3005,slt1_for_lt_total_net
2024-01,Bahamas,-10,slt2_us_lt_total_net
2024-01,Barbados,36,slt1_for_lt_total_net
2024-01,Barbados,-27,slt2_us_lt_total_net
2024-01,Belgium,-12254,slt1_for_lt_total_net
2024-01,Belgium,263,slt2_us_lt_total_net
2024-01,Bermuda,-5019,slt1_for_lt_total_net
2024-01,Bermuda,505,slt2_us_lt_total_net
2024-01,Brazil,-2857,slt1_for_lt_total_net
2024-01,Brazil,4745,slt2_us_lt_total_net
2024-01,British Virgin Islands,-2849,slt1_for_lt_total_net
2024-01,British Virgin Islands,246,slt2_us_lt_total_net
2024-01,Bulgaria,-15,slt1_for_lt_total_net
2024-01,Bulgaria,1,slt2_us_lt_total_net
2024-01,Canada,-121284,slt1_for_lt_total_net
2024-01,Canada,6231,slt2_us_lt_total_net
2024-01,Cayman Islands,3700,slt1_for_lt_total_net
2024-01,Cayman Islands,-6083,slt2_us_lt_total_net
2024-01,Chile,1394,slt1_for_lt_total_net
2024-01,Chile,1060,slt2_us_lt_total_net
2024-01,"China, Mainland",-22352,slt1_for_lt_total_net
2024-01,"China, Mainland",-3346,slt2_us_lt_total_net
2024-01,Colombia,-188,slt1_for_lt_total_net
2024-01,Colombia,-11938,slt2_us_lt_total_net
2024-01,Costa Rica,-21,slt1_for_lt_total_net
2024-01,Costa Rica,-55,slt2_us_lt_total_net
2024-01,Cuba,0,slt1_for_lt_total_net
2024-01,Cuba,0,slt2_us_lt_total_net
2024-01,Curacao,190,slt1_for_lt_total_net
2024-01,Curacao,-288,slt2_us_lt_total_net
2024-01,Cyprus,385,slt1_for_lt_total_net
2024-01,Cyprus,-46,slt2_us_lt_total_net
2024-01,Czech Republic,-406,slt1_for_lt_total_net
2024-01,Czech Republic,95,slt2_us_lt_total_net
2024-01,Denmark,-293,slt1_for_lt_total_net
2024-01,Denmark,161,slt2_us_lt_total_net
2024-01,Ecuador,10,slt1_for_lt_total_net
2024-01,Ecuador,-61,slt2_us_lt_total_net
2024-01,Egypt,-2,slt1_for_lt_total_net
2024-01,Egypt,-159,slt2_us_lt_total_net
2024-01,Finland,906,slt1_for_lt_total_net
2024-01,Finland,287,slt2_us_lt_total_net
2024-01,France,20419,slt1_for_lt_total_net
2024-01,France,8747,slt2_us_lt_total_net
2024-01,Germany,5494,slt1_for_lt_total_net
2024-01,Germany,48,slt2_us_lt_total_net
2024-01,Grand Total,-38812,slt1_for_lt_total_net
2024-01,Grand Total,21050,slt2_us_lt_total_net
2024-01,Greece,62,slt1_for_lt_total_net
2024-01,Greece,292,slt2_us_lt_total_net
2024-01,Guatemala,7,slt1_for_lt_total_net
2024-01,Guatemala,43,slt2_us_lt_total_net
2024-01,Guernsey,-1536,slt1_for_lt_total_net
2024-01,Guernsey,-147,slt2_us_lt_total_net
2024-01,Hong Kong,-11522,slt1_for_lt_total_net
2024-01,Hong Kong,-812,slt2_us_lt_total_net
2024-01,Hungary,-138,slt1_for_lt_total_net
2024-01,Hungary,1048,slt2_us_lt_total_net
2024-01,India,-955,slt1_for_lt_total_net
2024-01,India,-2312,slt2_us_lt_total_net
2024-01,Indonesia,4705,slt1_for_lt_total_net
2024-01,Indonesia,393,slt2_us_lt_total_net
2024-01,International,-14296,slt1_for_lt_total_net
2024-01,International,1568,slt2_us_lt_total_net
2024-01,Ireland,12682,slt1_for_lt_total_net
2024-01,Ireland,610,slt2_us_lt_total_net
2024-01,Israel,4726,slt1_for_lt_total_net
2024-01,Israel,-47,slt2_us_lt_total_net
2024-01,Italy,371,slt1_for_lt_total_net
2024-01,Italy,-195,slt2_us_lt_total_net
2024-01,Jamaica,-51,slt1_for_lt_total_net
2024-01,Jamaica,-2,slt2_us_lt_total_net
2024-01,Japan,11194,slt1_for_lt_total_net
2024-01,Japan,-1161,slt2_us_lt_total_net
2024-01,Jersey,-634,slt1_for_lt_total_net
2024-01,Jersey,1676,slt2_us_lt_total_net
2024-01,Kazakhstan,78,slt1_for_lt_total_net
2024-01,Kazakhstan,270,slt2_us_lt_total_net
2024-01,"Korea, South",3433,slt1_for_lt_total_net
2024-01,"Korea, South",-699,slt2_us_lt_total_net
2024-01,Kuwait,-2387,slt1_for_lt_total_net
2024-01,Kuwait,337,slt2_us_lt_total_net
2024-01,Lebanon,13,slt1_for_lt_total_net
2024-01,Lebanon,0,slt2_us_lt_total_net
2024-01,Liberia,-37,slt1_for_lt_total_net
2024-01,Liberia,107,slt2_us_lt_total_net
2024-01,Luxembourg,14069,slt1_for_lt_total_net
2024-01,Luxembourg,2893,slt2_us_lt_total_net
2024-01,Malaysia,-705,slt1_for_lt_total_net
2024-01,Malaysia,245,slt2_us_lt_total_net
2024-01,Mauritius,-27,slt1_for_lt_total_net
2024-01,Mauritius,-163,slt2_us_lt_total_net
2024-01,Memo: Euro Area,53096,slt1_for_lt_total_net
2024-01,Memo: Euro Area,18878,slt2_us_lt_total_net
2024-01,Memo: European Union,54154,slt1_for_lt_total_net
2024-01,Memo: European Union,20493,slt2_us_lt_total_net
2024-01,Mexico,114,slt1_for_lt_total_net
2024-01,Mexico,3618,slt2_us_lt_total_net
2024-01,Monaco,43,slt1_for_lt_total_net
2024-01,Monaco,6,slt2_us_lt_total_net
2024-01,Morocco,-165,slt1_for_lt_total_net
2024-01,Morocco,-46,slt2_us_lt_total_net
2024-01,Netherlands,9125,slt1_for_lt_total_net
2024-01,Netherlands,3156,slt2_us_lt_total_net
2024-01,New Zealand,1173,slt1_for_lt_total_net
2024-01,New Zealand,37,slt2_us_lt_total_net
2024-01,Norway,7578,slt1_for_lt_total_net
2024-01,Norway,-1818,slt2_us_lt_total_net
2024-01,Of Which: Asset-Backed Securities,-390,slt1_for_lt_total_net
2024-01,Of Which: Asset-Backed Securities,-2141,slt2_us_lt_total_net
2024-01,Of Which: Depository Institutions,4205,slt1_for_lt_total_net
2024-01,Of Which: Depository Institutions,-8014,slt2_us_lt_total_net
2024-01,Of Which: Foreign Non-Official,-43206,slt1_for_lt_total_net
2024-01,Of Which: Foreign Non-Official Asset-Backed Securities,1838,slt1_for_lt_total_net
2024-01,Of Which: Foreign Non-Official Depository Institutions,2976,slt1_for_lt_total_net
2024-01,Of Which: Foreign Non-Official Fund Shares,-77127,slt1_for_lt_total_net
2024-01,Of Which: Foreign Non-Official Non-Financial Organizations,-39338,slt1_for_lt_total_net
2024-01,Of Which: Foreign Non-Official Other Financial Organizations,-74289,slt1_for_lt_total_net
2024-01,Of Which: Foreign Non-Official State & Local General Government,-824,slt1_for_lt_total_net
2024-01,Of Which: Foreign Official,4394,slt1_for_lt_total_net
2024-01,Of Which: Foreign Official Asset-Backed Securities,-2228,slt1_for_lt_total_net
2024-01,Of Which: Foreign Official Depository Institutions,1229,slt1_for_lt_total_net
2024-01,Of Which: Foreign Official Fund Shares,-6207,slt1_for_lt_total_net
2024-01,Of Which: Foreign Official Non-Financial Organizations,5420,slt1_for_lt_total_net
2024-01,Of Which: Foreign Official Other Financial Organizations,774,slt1_for_lt_total_net
2024-01,Of Which: Foreign Official State & Local General Government,-100,slt1_for_lt_total_net
2024-01,Of Which: Fund Shares,-83334,slt1_for_lt_total_net
2024-01,Of Which: Fund Shares,-4791,slt2_us_lt_total_net
2024-01,Of Which: Non-Financial Organizations,-33918,slt1_for_lt_total_net
2024-01,Of Which: Non-Financial Organizations,624,slt2_us_lt_total_net
2024-01,Of Which: Other Financial Organizations,-73515,slt1_for_lt_total_net
2024-01,Of Which: Other Financial Organizations,27941,slt2_us_lt_total_net
2024-01,Of Which: State & Local General Government,-924,slt1_for_lt_total_net
2024-01,Pakistan,-1,slt1_for_lt_total_net
2024-01,Pakistan,-48,slt2_us_lt_total_net
2024-01,Panama,875,slt1_for_lt_total_net
2024-01,Panama,318,slt2_us_lt_total_net
2024-01,Peru,1769,slt1_for_lt_total_net
2024-01,Peru,145,slt2_us_lt_total_net
2024-01,Philippines,320,slt1_for_lt_total_net
2024-01,Philippines,115,slt2_us_lt_total_net
2024-01,Poland,-539,slt1_for_lt_total_net
2024-01,Poland,143,slt2_us_lt_total_net
2024-01,Portugal,155,slt1_for_lt_total_net
2024-01,Portugal,248,slt2_us_lt_total_net
2024-01,Romania,-696,slt1_for_lt_total_net
2024-01,Romania,976,slt2_us_lt_total_net
2024-01,Russia,-2,slt1_for_lt_total_net
2024-01,Russia,-50,slt2_us_lt_total_net
2024-01,Saint Kitts and Nevis,-53,slt1_for_lt_total_net
2024-01,Saudi Arabia,6553,slt1_for_lt_total_net
2024-01,Serbia,-21,slt1_for_lt_total_net
2024-01,Serbia,140,slt2_us_lt_total_net
2024-01,Singapore,9510,slt1_for_lt_total_net
2024-01,Singapore,41,slt2_us_lt_total_net
2024-01,South Africa,-836,slt1_for_lt_total_net
2024-01,South Africa,-326,slt2_us_lt_total_net
2024-01,Spain,2501,slt1_for_lt_total_net
2024-01,Spain,2174,slt2_us_lt_total_net
2024-01,Sweden,3145,slt1_for_lt_total_net
2024-01,Sweden,-809,slt2_us_lt_total_net
2024-01,Switzerland,3360,slt1_for_lt_total_net
2024-01,Switzerland,654,slt2_us_lt_total_net
2024-01,Syria,0,slt1_for_lt_total_net
2024-01,Taiwan,6422,slt1_for_lt_total_net
2024-01,Taiwan,2360,slt2_us_lt_total_net
2024-01,Thailand,-1424,slt1_for_lt_total_net
2024-01,Thailand,-194,slt2_us_lt_total_net
2024-01,Total Africa,-748,slt1_for_lt_total_net
2024-01,Total Africa,339,slt2_us_lt_total_net
2024-01,Total Asia,-499,slt1_for_lt_total_net
2024-01,Total Asia,-946,slt2_us_lt_total_net
2024-01,Total Caribbean,-6418,slt1_for_lt_total_net
2024-01,Total Caribbean,-5865,slt2_us_lt_total_net
2024-01,Total Europe,92345,slt1_for_lt_total_net
2024-01,Total Europe,18690,slt2_us_lt_total_net
2024-01,Total IROs,-13720,slt1_for_lt_total_net
2024-01,Total IROs,4494,slt2_us_lt_total_net
2024-01,Total Latin America,1519,slt1_for_lt_total_net
2024-01,Total Latin America,-2051,slt2_us_lt_total_net
2024-01,Total Other,10028,slt1_for_lt_total_net
2024-01,Total Other,158,slt2_us_lt_total_net
2024-01,Total Regional Orgs.,576,slt1_for_lt_total_net
2024-01,Total Regional Orgs.,2926,slt2_us_lt_total_net
2024-01,Trinidad and Tobago,266,slt1_for_lt_total_net
2024-01,Trinidad and Tobago,-13,slt2_us_lt_total_net
2024-01,Turkey,997,slt1_for_lt_total_net
2024-01,Turkey,97,slt2_us_lt_total_net
2024-01,Ukraine,-1112,slt1_for_lt_total_net
2024-01,Ukraine,-42,slt2_us_lt_total_net
2024-01,United Arab Emirates,-5744,slt1_for_lt_total_net
2024-01,United Arab Emirates,-7,slt2_us_lt_total_net
2024-01,United Kingdom,29236,slt1_for_lt_total_net
2024-01,United Kingdom,-2746,slt2_us_lt_total_net
2024-01,Uruguay,340,slt1_for_lt_total_net
2024-01,Uruguay,16,slt2_us_lt_total_net
2024-01,Venezuela,75,slt1_for_lt_total_net
2024-01,Venezuela,-46,slt2_us_lt_total_net
2024-02,All Countries,111632,slt1_for_lt_total_net
2024-02,All Countries,63918,slt2_us_lt_total_net
2024-02,Anguilla,-37,slt1_for_lt_total_net
2024-02,Argentina,94,slt1_for_lt_total_net
2024-02,Argentina,22,slt2_us_lt_total_net
2024-02,Aruba,96,slt1_for_lt_total_net
2024-02,Aruba,0,slt2_us_lt_total_net
2024-02,Australia,1217,slt1_for_lt_total_net
2024-02,Australia,-1303,slt2_us_lt_total_net
2024-02,Austria,-533,slt1_for_lt_total_net
2024-02,Austria,105,slt2_us_lt_total_net
2024-02,Bahamas,1243,slt1_for_lt_total_net
2024-02,Bahamas,-44,slt2_us_lt_total_net
2024-02,Barbados,-17,slt1_for_lt_total_net
2024-02,Barbados,36,slt2_us_lt_total_net
2024-02,Belgium,-190,slt1_for_lt_total_net
2024-02,Belgium,478,slt2_us_lt_total_net
2024-02,Bermuda,2199,slt1_for_lt_total_net
2024-02,Bermuda,1175,slt2_us_lt_total_net
2024-02,Brazil,1490,slt1_for_lt_total_net
2024-02,Brazil,-1751,slt2_us_lt_total_net
2024-02,British Virgin Islands,4180,slt1_for_lt_total_net
2024-02,British Virgin Islands,177,slt2_us_lt_total_net
2024-02,Bulgaria,-10,slt1_for_lt_total_net
2024-02,Bulgaria,-11,slt2_us_lt_total_net
2024-02,Canada,-20301,slt1_for_lt_total_net
2024-02,Canada,6117,slt2_us_lt_total_net
2024-02,Cayman Islands,-3727,slt1_for_lt_total_net
2024-02,Cayman Islands,4255,slt2_us_lt_total_net
2024-02,Chile,-137,slt1_for_lt_total_net
2024-02,Chile,1166,slt2_us_lt_total_net
2024-02,"China, Mainland",-13721,slt1_for_lt_total_net
2024-02,"China, Mainland",401,slt2_us_lt_total_net
2024-02,Colombia,1452,slt1_for_lt_total_net
2024-02,Colombia,137,slt2_us_lt_total_net
2024-02,Costa Rica,252,slt1_for_lt_total_net
2024-02,Costa Rica,33,slt2_us_lt_total_net
2024-02,Cuba,0,slt1_for_lt_total_net
2024-02,Cuba,0,slt2_us_lt_total_net
2024-02,Curacao,80,slt1_for_lt_total_net
2024-02,Curacao,868,slt2_us_lt_total_net
2024-02,Cyprus,158,slt1_for_lt_total_net
2024-02,Cyprus,-10,slt2_us_lt_total_net
2024-02,Czech Republic,-509,slt1_for_lt_total_net
2024-02,Czech Republic,-59,slt2_us_lt_total_net
2024-02,Denmark,-334,slt1_for_lt_total_net
2024-02,Denmark,1599,slt2_us_lt_total_net
2024-02,Ecuador,4,slt1_for_lt_total_net
2024-02,Ecuador,68,slt2_us_lt_total_net
2024-02,Egypt,48,slt1_for_lt_total_net
2024-02,Egypt,291,slt2_us_lt_total_net
2024-02,Finland,276,slt1_for_lt_total_net
2024-02,Finland,-28,slt2_us_lt_total_net
2024-02,France,9359,slt1_for_lt_total_net
2024-02,France,8669,slt2_us_lt_total_net
2024-02,Germany,2837,slt1_for_lt_total_net
2024-02,Germany,2432,slt2_us_lt_total_net
2024-02,Grand Total,118465,slt1_for_lt_total_net
2024-02,Grand Total,67013,slt2_us_lt_total_net
2024-02,Greece,199,slt1_for_lt_total_net
2024-02,Greece,962,slt2_us_lt_total_net
2024-02,Guatemala,246,slt1_for_lt_total_net
2024-02,Guatemala,-48,slt2_us_lt_total_net
2024-02,Guernsey,-194,slt1_for_lt_total_net
2024-02,Guernsey,-110,slt2_us_lt_total_net
2024-02,Hong Kong,5361,slt1_for_lt_total_net
2024-02,Hong Kong,64,slt2_us_lt_total_net
2024-02,Hungary,80,slt1_for_lt_total_net
2024-02,Hungary,159,slt2_us_lt_total_net
2024-02,India,1494,slt1_for_lt_total_net
2024-02,India,-1352,slt2_us_lt_total_net
2024-02,Indonesia,3265,slt1_for_lt_total_net
2024-02,Indonesia,500,slt2_us_lt_total_net
2024-02,International,5524,slt1_for_lt_total_net
2024-02,International,1626,slt2_us_lt_total_net
2024-02,Ireland,6406,slt1_for_lt_total_net
2024-02,Ireland,4601,slt2_us_lt_total_net
2024-02,Israel,2542,slt1_for_lt_total_net
2024-02,Israel,515,slt2_us_lt_total_net
2024-02,Italy,412,slt1_for_lt_total_net
2024-02,Italy,379,slt2_us_lt_total_net
2024-02,Jamaica,-7,slt1_for_lt_total_net
2024-02,Jamaica,-1,slt2_us_lt_total_net
2024-02,Japan,13021,slt1_for_lt_total_net
2024-02,Japan,4750,slt2_us_lt_total_net
2024-02,Jersey,-42,slt1_for_lt_total_net
2024-02,Jersey,2300,slt2_us_lt_total_net
2024-02,Kazakhstan,-956,slt1_for_lt_total_net
2024-02,Kazakhstan,6,slt2_us_lt_total_net
2024-02,"Korea, South",7485,slt1_for_lt_total_net
2024-02,"Korea, South",2516,slt2_us_lt_total_net
2024-02,Kuwait,291,slt1_for_lt_total_net
2024-02,Kuwait,60,slt2_us_lt_total_net
2024-02,Lebanon,14,slt1_for_lt_total_net
2024-02,Lebanon,-1,slt2_us_lt_total_net
2024-02,Liberia,19,slt1_for_lt_total_net
2024-02,Liberia,368,slt2_us_lt_total_net
2024-02,Luxembourg,14953,slt1_for_lt_total_net
2024-02,Luxembourg,5140,slt2_us_lt_total_net
2024-02,Malaysia,1329,slt1_for_lt_total_net
2024-02,Malaysia,214,slt2_us_lt_total_net
2024-02,Mauritius,-3,slt1_for_lt_total_net
2024-02,Mauritius,-5,slt2_us_lt_total_net
2024-02,Memo: Euro Area,34319,slt1_for_lt_total_net
2024-02,Memo: Euro Area,26213,slt2_us_lt_total_net
2024-02,Memo: European Union,37620,slt1_for_lt_total_net
2024-02,Memo: European Union,29380,slt2_us_lt_total_net
2024-02,Mexico,3618,slt1_for_lt_total_net
2024-02,Mexico,26,slt2_us_lt_total_net
2024-02,Monaco,100,slt1_for_lt_total_net
2024-02,Monaco,-2,slt2_us_lt_total_net
2024-02,Morocco,55,slt1_for_lt_total_net
2024-02,Morocco,-72,slt2_us_lt_total_net
2024-02,Netherlands,-2001,slt1_for_lt_total_net
2024-02,Netherlands,3807,slt2_us_lt_total_net
2024-02,New Zealand,438,slt1_for_lt_total_net
2024-02,New Zealand,533,slt2_us_lt_total_net
2024-02,Norway,-1761,slt1_for_lt_total_net
2024-02,Norway,-69,slt2_us_lt_total_net
2024-02,Of Which: Asset-Backed Securities,6725,slt1_for_lt_total_net
2024-02,Of Which: Asset-Backed Securities,1683,slt2_us_lt_total_net
2024-02,Of Which: Depository Institutions,-494,slt1_for_lt_total_net
2024-02,Of Which: Depository Institutions,4371,slt2_us_lt_total_net
2024-02,Of Which: Foreign Non-Official,105038,slt1_for_lt_total_net
2024-02,Of Which: Foreign Non-Official Asset-Backed Securities,9367,slt1_for_lt_total_net
2024-02,Of Which: Foreign Non-Official Depository Institutions,-594,slt1_for_lt_total_net
2024-02,Of Which: Foreign Non-Official Fund Shares,-9106,slt1_for_lt_total_net
2024-02,Of Which: Foreign Non-Official Non-Financial Organizations,17075,slt1_for_lt_total_net
2024-02,Of Which: Foreign Non-Official Other Financial Organizations,6749,slt1_for_lt_total_net
2024-02,Of Which: Foreign Non-Official State & Local General Government,-907,slt1_for_lt_total_net
2024-02,Of Which: Foreign Official,13427,slt1_for_lt_total_net
2024-02,Of Which: Foreign Official Asset-Backed Securities,-2642,slt1_for_lt_total_net
2024-02,Of Which: Foreign Official Depository Institutions,100,slt1_for_lt_total_net
2024-02,Of Which: Foreign Official Fund Shares,1063,slt1_for_lt_total_net
2024-02,Of Which: Foreign Official Non-Financial Organizations,2973,slt1_for_lt_total_net
2024-02,Of Which: Foreign Official Other Financial Organizations,538,slt1_for_lt_total_net
2024-02,Of Which: Foreign Official State & Local General Government,40,slt1_for_lt_total_net
2024-02,Of Which: Fund Shares,-8043,slt1_for_lt_total_net
2024-02,Of Which: Fund Shares,3062,slt2_us_lt_total_net
2024-02,Of Which: Non-Financial Organizations,20048,slt1_for_lt_total_net
2024-02,Of Which: Non-Financial Organizations,11691,slt2_us_lt_total_net
2024-02,Of Which: Other Financial Organizations,7287,slt1_for_lt_total_net
2024-02,Of Which: Other Financial Organizations,50358,slt2_us_lt_total_net
2024-02,Of Which: State & Local General Government,-867,slt1_for_lt_total_net
2024-02,Pakistan,0,slt1_for_lt_total_net
2024-02,Pakistan,-41,slt2_us_lt_total_net
2024-02,Panama,678,slt1_for_lt_total_net
2024-02,Panama,892,slt2_us_lt_total_net
2024-02,Peru,3173,slt1_for_lt_total_net
2024-02,Peru,-854,slt2_us_lt_total_net
2024-02,Philippines,1200,slt1_for_lt_total_net
2024-02,Philippines,37,slt2_us_lt_total_net
2024-02,Poland,211,slt1_for_lt_total_net
2024-02,Poland,494,slt2_us_lt_total_net
2024-02,Portugal,-55,slt1_for_lt_total_net
2024-02,Portugal,240,slt2_us_lt_total_net
2024-02,Romania,1257,slt1_for_lt_total_net
2024-02,Romania,653,slt2_us_lt_total_net
2024-02,Russia,0,slt1_for_lt_total_net
2024-02,Russia,-32,slt2_us_lt_total_net
2024-02,Saint Kitts and Nevis,66,slt1_for_lt_total_net
2024-02,Saudi Arabia,195,slt1_for_lt_total_net
2024-02,Serbia,139,slt1_for_lt_total_net
2024-02,Serbia,120,slt2_us_lt_total_net
2024-02,Singapore,10028,slt1_for_lt_total_net
2024-02,Singapore,2586,slt2_us_lt_total_net
2024-02,South Africa,916,slt1_for_lt_total_net
2024-02,South Africa,215,slt2_us_lt_total_net
2024-02,Spain,2407,slt1_for_lt_total_net
2024-02,Spain,-409,slt2_us_lt_total_net
2024-02,Sweden,2606,slt1_for_lt_total_net
2024-02,Sweden,332,slt2_us_lt_total_net
2024-02,Switzerland,1698,slt1_for_lt_total_net
2024-02,Switzerland,-1480,slt2_us_lt_total_net
2024-02,Syria,0,slt1_for_lt_total_net
2024-02,Taiwan,6548,slt1_for_lt_total_net
2024-02,Taiwan,2616,slt2_us_lt_total_net
2024-02,Thailand,266,slt1_for_lt_total_net
2024-02,Thailand,270,slt2_us_lt_total_net
2024-02,Total Africa,1354,slt1_for_lt_total_net
2024-02,Total Africa,1517,slt2_us_lt_total_net
2024-02,Total Asia,41958,slt1_for_lt_total_net
2024-02,Total Asia,14007,slt2_us_lt_total_net
2024-02,Total Caribbean,4546,slt1_for_lt_total_net
2024-02,Total Caribbean,6486,slt2_us_lt_total_net
2024-02,Total Europe,71002,slt1_for_lt_total_net
2024-02,Total Europe,36214,slt2_us_lt_total_net
2024-02,Total IROs,6833,slt1_for_lt_total_net
2024-02,Total IROs,3095,slt2_us_lt_total_net
2024-02,Total Latin America,11493,slt1_for_lt_total_net
2024-02,Total Latin America,182,slt2_us_lt_total_net
2024-02,Total Other,1678,slt1_for_lt_total_net
2024-02,Total Other,-605,slt2_us_lt_total_net
2024-02,Total Regional Orgs.,1309,slt1_for_lt_total_net
2024-02,Total Regional Orgs.,1469,slt2_us_lt_total_net
2024-02,Trinidad and Tobago,139,slt1_for_lt_total_net
2024-02,Trinidad and Tobago,15,slt2_us_lt_total_net
2024-02,Turkey,37,slt1_for_lt_total_net
2024-02,Turkey,523,slt2_us_lt_total_net
